City,Country,Date,Humidity,Lat,Lng,Max Temp,Min Temp,Wind Speed
Diamantino,BR,1584318512,90,-14.41,-56.45,74.71,74.71,2.71
Monte Patria,CL,1584318736,68,-30.69,-70.95,59.22,59.22,2.75
La Rioja,ES,1584318739,87,42.25,-2.5,44.6,44.01,4.7
Villarrica,PY,1584318741,49,-25.75,-56.43,85.8,85.8,8.57
Monteagudo,BO,1584318744,69,-19.82,-63.98,75.2,75.2,9.17
Pucallpa,PE,1584318561,88,-8.38,-74.55,77.0,77.0,2.24
Mendoza,AR,1584318749,49,-32.89,-68.83,69.8,69.8,5.26
City of San Pedro,PH,1584318503,65,14.35,121.02,82.99,80.01,8.05
Pergamino,AR,1584318754,78,-33.89,-60.57,66.0,62.01,1.01
Mulchén,CL,1584318756,35,-37.72,-72.23,65.52,65.52,4.47
Calamar,CO,1584318758,78,10.25,-74.91,80.6,80.6,14.99
Ipirá,BR,1584318761,78,-12.16,-39.74,76.15,76.15,10.71
Tambo,PE,1584318736,91,-14.8,-73.92,50.7,50.7,7.07
Sertanópolis,BR,1584318766,58,-23.06,-51.04,84.2,84.2,2.24
Bella Union,UY,1584318768,82,-30.28,-57.6,71.2,71.2,6.87
Corrente,BR,1584318771,93,-3.74,-43.34,74.73,74.73,2.17
Ceres,US,1584318773,76,37.59,-120.96,55.4,44.6,5.82
Areia Branca,BR,1584318776,100,-4.96,-37.14,78.8,78.8,2.24
Puerto Lleras,CO,1584318779,92,3.02,-73.4,76.05,76.05,2.17
Salto,UY,1584318781,96,-31.38,-57.97,68.0,68.0,7.0
São Filipe,CV,1584318784,71,14.9,-24.5,71.31,71.31,18.43
Corumbá,BR,1584318787,70,-19.01,-57.65,87.8,87.8,2.89
Prainha,BR,1584318789,93,-1.8,-53.48,72.03,72.03,1.99
Conchas,BR,1584318791,79,-23.02,-48.01,74.82,74.82,4.47
Agua Buena,PA,1584318793,64,7.82,-80.4,81.23,81.23,19.57
Chacabuco,AR,1584318790,88,-34.64,-60.47,61.0,61.0,4.32
Otacílio Costa,BR,1584318798,54,-27.48,-50.12,73.15,73.15,1.88
Pato Branco,BR,1584318800,65,-26.23,-52.67,69.64,69.64,2.53
Melo,UY,1584318802,69,-32.37,-54.18,66.09,66.09,12.19
Laje,BR,1584318805,82,-10.18,-40.97,70.72,70.72,9.98
Mazamari,PE,1584318707,92,-11.33,-74.53,65.01,65.01,2.82
Torres,BR,1584318810,90,-29.34,-49.73,76.01,76.01,12.3
Chulucanas,PE,1584318812,90,-5.09,-80.16,66.81,66.81,2.77
Santa Cruz do Capibaribe,BR,1584318816,90,-7.96,-36.2,74.08,74.08,5.01
Maracás,BR,1584318818,91,-13.44,-40.43,67.66,67.66,8.23
Cisneros,CO,1584318821,93,6.54,-75.09,60.8,57.99,3.36
Cabedelo,BR,1584318548,94,-6.98,-34.83,77.0,77.0,2.24
Floriano,BR,1584318827,90,-6.77,-43.02,75.92,75.92,4.61
Mercedes,AR,1584318811,95,-34.65,-59.43,68.0,62.01,6.89
Fonte Boa,BR,1584318831,84,-2.5,-66.27,76.39,76.39,2.8
Ladário,BR,1584318834,70,-19.0,-57.6,87.8,87.8,2.89
Province of Groningen,NL,1584318735,81,53.25,6.75,51.01,45.0,6.93
Tame,CO,1584318839,44,6.46,-71.73,84.47,84.47,2.55
Barra,BR,1584318844,73,-11.09,-43.14,78.1,78.1,3.6
Corinth,GR,1584318784,76,37.94,22.96,51.01,46.99,9.17
La Peca,PE,1584318849,75,-5.61,-78.44,74.62,74.62,4.52
Piripiri,BR,1584318851,97,-4.27,-41.78,74.12,74.12,2.64
Plácido de Castro,BR,1584318853,97,-10.34,-67.19,77.18,77.18,1.36
Maraã,BR,1584318856,91,-1.83,-65.37,78.01,78.01,2.3
Machalí,CL,1584318860,30,-34.18,-70.67,80.6,80.6,6.93
Eldorado,BR,1584318756,65,-23.79,-54.28,78.42,78.42,5.12
Iguatemi,BR,1584318865,71,-23.68,-54.56,77.16,77.16,4.7
Calabozo,VE,1584318868,33,8.92,-67.43,87.31,87.31,11.95
Santiago de Cao,PE,1584318871,88,-7.96,-79.24,73.4,73.4,9.17
Maués,BR,1584318874,91,-3.38,-57.72,74.34,74.34,2.35
Colquiri,BO,1584318876,91,-17.42,-67.13,44.58,44.58,9.48
Santa Maria,BR,1584318880,94,-29.68,-53.81,75.2,75.2,4.7
Carhuamayo,PE,1584318882,92,-10.92,-76.03,41.74,41.74,2.57
Tupã,BR,1584318667,82,-21.93,-50.51,74.75,74.75,3.31
Ambo,PE,1584318886,99,-10.13,-76.2,50.2,50.2,4.76
Tucumã,BR,1584318889,91,-0.18,-50.05,74.98,74.98,0.85
Macas,EC,1584318891,69,-2.32,-78.12,77.0,77.0,5.82
Olavarría,AR,1584318664,39,-36.89,-60.32,60.08,60.08,5.97
Luanda,AO,1584318896,83,-8.84,13.23,80.6,80.6,5.82
Iberia,US,1584318899,64,29.95,-91.75,78.8,73.4,4.7
San Carlos,VE,1584318901,30,9.66,-68.58,83.25,83.25,7.85
Mayor Pablo Lagerenza,PY,1584318903,35,-19.93,-60.77,87.28,87.28,4.36
Terra Roxa,BR,1584318906,89,-23.86,-50.03,68.49,68.49,2.33
Mapiripán,CO,1584318908,89,2.89,-72.13,77.09,77.09,3.42
Tres Arroyos,AR,1584318842,64,-38.37,-60.28,54.79,54.79,7.49
Tocache,PE,1584318914,95,-8.18,-76.51,68.49,68.49,2.62
Bogotá,CO,1584318893,87,4.61,-74.08,59.0,59.0,9.17
Manoel Urbano,BR,1584318920,97,-8.84,-69.26,75.74,75.74,2.24
Bujaru,BR,1584318923,94,-1.51,-48.04,75.2,75.2,6.93
Juquiá,BR,1584318925,95,-24.32,-47.63,72.01,72.01,1.48
La Macarena,CO,1584318659,82,2.18,-73.78,77.68,77.68,3.89
Tefé,BR,1584318931,82,-3.35,-64.71,78.21,78.21,2.42
Panórama,GR,1584318934,75,40.59,23.03,46.0,39.0,2.24
Paulo Afonso,BR,1584318937,69,-9.41,-38.21,78.89,78.89,9.35
Inhapim,BR,1584318941,83,-19.55,-42.12,75.2,75.2,8.05
Coronel Vivida,BR,1584318945,65,-25.98,-52.57,69.64,69.64,2.53
Abaeté,BR,1584318948,71,-19.16,-45.45,71.71,71.71,1.39
Maracaçumé,BR,1584318952,99,-2.04,-45.96,72.18,72.18,2.71
Luís Correia,BR,1584318954,97,-2.88,-41.67,74.75,74.75,3.11
Jaen,ES,1584318956,65,38.0,-3.5,57.99,55.99,9.55
Olmos,PE,1584318958,92,-5.98,-79.75,61.7,61.7,3.18
Ouro Preto do Oeste,BR,1584318960,96,-10.75,-62.22,75.38,75.38,4.65
Corbélia,BR,1584318963,47,-24.8,-53.31,80.6,80.6,3.36
Nieuw Amsterdam,SR,1584318965,65,5.88,-55.08,82.4,78.8,9.17
Francisco Sá,BR,1584318967,69,-16.48,-43.49,73.4,73.4,3.36
Santa Ana,US,1584318698,52,33.75,-117.87,64.4,55.0,9.17
Moyobamba,PE,1584318974,96,-6.05,-76.97,69.22,69.22,0.49
Bonito,BR,1584318976,71,-21.12,-56.48,76.68,76.68,2.91
Rafaela,AR,1584318979,83,-31.25,-61.49,68.0,66.0,1.01
Ponta Porã,BR,1584318733,71,-22.54,-55.73,76.14,76.14,6.85
Borba,BR,1584318985,97,-4.39,-59.59,75.45,75.45,2.3
Sisa,PE,1584318987,100,-6.62,-76.69,62.6,62.6,3.36
Ciudad Bolivar,VE,1584318989,52,8.12,-63.55,85.96,85.96,15.79
Laja,CL,1584318991,67,-37.27,-72.7,60.8,60.8,13.87
Cerqueira César,BR,1584318993,86,-23.04,-49.17,70.61,70.61,3.65
Olinda,BR,1584318996,88,-8.01,-34.86,78.8,78.8,4.7
Imaculada,BR,1584318998,92,-7.39,-37.51,71.98,71.98,5.39
Beberibe,BR,1584319004,88,-4.18,-38.13,80.6,80.6,3.36
Las Colinas,PA,1584319007,62,8.55,-80.08,86.0,77.0,12.75
Itacoatiara,BR,1584319009,94,-3.14,-58.44,75.2,75.2,2.24
Rubiataba,BR,1584319015,82,-15.16,-49.8,71.51,71.51,2.48
São Desidério,BR,1584318952,93,-12.36,-44.97,70.18,70.18,3.24
Abadiânia,BR,1584319019,94,-16.2,-48.71,66.81,66.81,2.1
Pimenta Bueno,BR,1584319021,96,-11.67,-61.19,73.81,73.81,4.97
Paraná,AR,1584319023,93,-31.73,-60.52,70.0,68.0,10.51
Eirunepé,BR,1584319025,93,-6.66,-69.87,76.17,76.17,0.76
Itaueira,BR,1584319028,92,-7.6,-43.03,74.34,74.34,2.62
Dois Vizinhos,BR,1584319030,68,-25.73,-53.06,76.19,76.19,2.21
Durazno,UY,1584318876,60,-33.41,-56.5,67.6,67.6,7.4
Curuçá,BR,1584319035,84,-0.73,-47.85,77.97,77.97,4.56
Rodrigues Alves,BR,1584319037,94,-7.74,-72.65,77.0,77.0,3.36
João Monlevade,BR,1584319039,91,-19.81,-43.17,64.72,64.72,2.51
Diego de Almagro,CL,1584319042,60,-26.37,-70.05,60.69,60.69,1.1
San Martín,AR,1584319045,49,-33.08,-68.47,69.8,69.8,10.63
Saquarema,BR,1584319047,83,-22.92,-42.51,80.6,80.6,1.12
Nísia Floresta,BR,1584319050,94,-6.09,-35.21,77.0,75.2,5.82
Nova Friburgo,BR,1584319052,94,-22.28,-42.53,69.13,69.13,3.71
Porto Murtinho,BR,1584319054,45,-21.7,-57.88,85.48,85.48,4.79
Irará,BR,1584319056,79,-12.05,-38.77,74.98,74.98,6.98
Formosa do Rio Preto,BR,1584319058,95,-11.05,-45.19,71.24,71.24,2.68
Brasília de Minas,BR,1584318790,94,-16.21,-44.43,67.78,67.78,4.56
Formosa,AR,1584319064,78,-26.18,-58.18,78.8,78.8,9.17
Orocué,CO,1584319069,38,4.79,-71.34,87.71,87.71,3.44
Rio Branco,BR,1584318788,100,-9.97,-67.81,75.2,75.2,4.7
Tutóia,BR,1584318793,95,-2.76,-42.27,75.02,75.02,2.28
Toledo,ES,1584319076,10,39.83,-4.0,48.99,48.0,17.31
Coloncito,VE,1584319078,65,8.33,-72.09,78.8,78.8,4.7
Santo Domingo,DO,1584319007,73,18.5,-69.99,80.6,75.99,6.93
Cavalcante,BR,1584319083,89,-13.8,-47.46,64.56,64.56,2.71
São Joaquim,BR,1584319085,95,-28.29,-49.93,63.27,63.27,4.5
Itapirapuã,BR,1584319091,88,-15.82,-50.61,72.75,72.75,1.5
Crateús,BR,1584319094,97,-5.18,-40.68,72.79,72.79,2.84
Manhuaçu,BR,1584319099,96,-20.26,-42.03,63.45,63.45,2.84
Pitimbu,BR,1584319102,94,-7.47,-34.81,77.0,77.0,2.24
Manaíra,BR,1584319104,92,-7.71,-38.15,72.77,72.77,7.63
Aragarças,BR,1584319106,82,-15.9,-52.25,75.7,75.7,2.98
Arica,CL,1584319109,73,-18.48,-70.3,73.4,69.8,6.93
Bonfim,BR,1584319111,53,3.08,-59.95,85.91,85.91,7.34
Terra Rica,BR,1584319113,77,-22.71,-52.62,76.33,76.33,3.29
