Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/27/2020,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Micronesia, Fed. Sts.",FSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.385923775,0.681350823,1.694663302,-2.829260681,2.518740117,0.637750433,-0.964915228,-1.559314002,1.650749881,2.322968393,2.650917507,-2.858395513,-4.971015346,-3.687823715,3.229757865,-0.308253108,1.536137448,-0.839033794,
Gabon,GAB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.271433911,-2.596014541,-0.203439847,-1.827481688,-0.037660887,-5.498006314,2.954150185,-6.235207675,-3.085474274,3.449408748,3.246103918,1.338213437,1.720917977,0.61986238,0.471570202,-0.968799964,-2.291575738,-1.755039188,
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.578699221,1.892089789,2.806551733,1.79315566,2.47371181,2.035550356,1.636058451,-1.062893134,-4.969350243,1.153474893,0.749525179,0.775772307,1.457911544,1.837387371,1.545056482,1.193020554,1.177472084,0.729787206,
Georgia,GEO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.443909769,6.424463767,11.81131434,6.451674697,10.2880041,10.04357711,13.16775158,2.730183214,-2.79094062,7.027385348,8.264988855,7.186599064,3.912276836,4.350991635,2.837921808,2.838467125,4.785972333,4.715845403,
Ghana,GHA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.483440437,1.973728918,2.645233338,3.008570064,3.267295838,3.716443793,1.689108882,6.371104419,2.21104946,5.24929629,11.3154464,6.733563592,4.847493942,0.566072146,-0.113926824,1.149647352,5.768551488,3.958667147,
Gibraltar,GIB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.486542129,3.094736454,-0.683337557,0.36055984,0.918712352,-0.970603041,4.462259222,1.773901121,-3.362033194,2.47169064,3.298323484,3.612859907,1.648009616,1.295762762,1.272879681,7.928394752,7.291971634,3.19829413,
"Gambia, The",GMB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.503965013,-6.294371857,3.504231456,3.716452262,-5.338218319,-3.53645469,0.001746634,3.146321774,3.540184124,2.782993457,-10.86200397,2.100140355,-0.202343346,-4.34615116,0.97413624,-1.058248829,1.756616133,3.453188862,
Guinea-Bissau,GNB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.039960644,-3.143694704,-1.692528825,0.399713878,1.828858615,-0.115546852,0.778428599,0.679140617,0.792623832,1.95357842,5.291705532,-4.284108831,0.544731781,-1.671171599,3.399294497,3.566049448,3.270887242,1.243474147,
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,56.78820178,14.61489119,9.262045956,32.16945386,11.67305616,2.905056773,10.06424252,12.4413324,-3.238119356,-12.98168903,1.859272627,3.655755838,-8.160731147,-3.68850197,-12.71058299,-12.31397436,-8.221978141,-9.497352683,
Greece,GRC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.591652806,3.542622777,5.542360824,4.801378778,0.304568156,5.335601824,3.01098405,-0.599389824,-4.55211725,-5.600777661,-8.997954993,-6.79786087,-2.537258553,1.4130581,0.220308447,0.225031002,1.706058064,2.191029524,
Grenada,GRD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.418655027,3.053054182,9.073500529,-0.973080876,12.93322628,-4.241543578,5.864170342,0.692914663,-6.907241753,-0.92707516,0.233770768,-1.753110682,1.666363516,6.622548322,5.76621355,3.112792131,3.881515216,3.635083146,
Greenland,GRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.999463557,-1.424258359,4.143053963,6.632323711,4.943236044,5.855030281,2.748781079,6.593978749,0.874906571,0.695314556,-0.470283635,1.536976945,-0.726861643,5.091927333,-2.214918882,4.547808581,0.49537593,3.487011391,
Guatemala,GTM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.020467163,1.451333167,0.138798672,0.762513506,0.901732197,3.012192614,3.950631209,1.023941773,-1.649558746,0.660606009,1.943561071,0.798801032,1.536354441,2.032085718,2.030732289,1.037037387,0.74414698,1.154413801,
Guam,GUM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,0.574421098,6.172512286,3.338720714,-3.97776594,0.691429651,1.608026406,0.195026529,1.952027754,-0.032564223,1.831928855,1.56421072,1.348528018,-0.054872853,-0.386696991,-0.561803024,-1.162983053,
Guyana,GUY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.486631908,1.189250122,-0.679432707,1.482454114,-2.006935823,5.104254603,7.000859422,1.929810961,3.427377939,3.899838089,4.833482086,4.806622152,4.480247089,3.340901769,2.510740355,2.836059246,1.592282996,3.594471019,
High income,HIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.842245041,0.840444792,1.519921877,2.606364858,2.141554265,2.353147927,1.978526623,-0.453670817,-4.034072283,2.283070449,1.37629825,0.685632032,0.840771262,1.410312324,1.72878206,1.117336663,1.786416024,1.740955974,
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.177611298,1.207456417,3.259973634,7.855666595,6.920117656,6.34732889,5.553444077,1.518763913,-2.668906615,5.986311979,4.112136812,0.583731409,2.687940281,2.043152043,1.519946937,1.545507923,3.075366824,2.182713538,
Honduras,HND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.024194433,1.098768608,1.942247685,3.655843027,3.547805735,4.120047599,3.819102897,1.979565807,-4.464448189,1.652207395,1.837489275,2.200291905,0.947659871,1.250591786,2.047366391,2.123704453,3.029693168,2.030375238,
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.413836395,0.570205762,1.586925773,2.593541975,3.074622287,3.252516592,3.64721916,3.184238,1.414348755,2.991101465,1.626258394,2.784122146,2.824436984,2.618809606,2.019105823,1.763607225,2.246389152,1.292956808,
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.400868421,5.053964026,5.610258825,4.131321101,4.179809724,4.976358262,5.289387542,1.771620945,-7.26214889,-1.272578477,0.034942025,-1.938432057,-0.271151238,0.303881743,3.284810941,4.208766779,4.384959085,3.512460717,
Haiti,HTI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.711252603,-1.907428066,-1.282079166,-5.090193418,0.164103222,0.613447915,1.70483003,-0.73722184,1.489704901,-4.595384917,3.94617874,1.380513891,2.746741508,1.331109984,-0.162491567,0.100989435,-0.138520203,0.199179707,
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.313091624,5.039956141,4.383086901,5.055227688,4.451150578,4.193132949,0.397588452,1.235397085,-6.554912111,0.892064394,2.108004102,-0.961635939,2.244145188,4.476140223,4.092853546,2.502047265,4.600531608,5.300354538,
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.102304537,2.967774085,4.194263712,6.556402855,5.788007186,6.814416099,7.399028593,4.499665474,1.004673871,6.258545152,4.954225665,3.995981373,3.934920057,3.261636222,2.679310123,2.972501404,3.640400633,3.443123523,
IDA & IBRD total,IBT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.902747249,2.794469188,3.884721968,6.194068022,5.453874708,6.395460021,6.94332372,4.16778144,0.901713008,5.857728571,4.539570207,3.665312973,3.687049438,3.037919985,2.39080177,2.588797378,3.27302848,3.081834132,
IDA total,IDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.021809406,3.376278201,2.633023848,4.344721136,4.022474397,3.890594197,4.010335758,2.932387814,2.828412171,3.807668656,2.196581175,2.387619425,3.617547879,3.362709978,1.888606919,0.87098611,1.911919921,2.02481106,
IDA blend,IDB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.587199519,5.322381798,2.577019535,5.284535373,3.977716981,3.593961375,3.404644918,1.982826113,3.2397765,3.694440828,2.503471963,2.133217112,3.402834251,3.387739053,1.550931919,-0.711024218,0.450699314,1.320454744,
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.235181135,3.090633543,3.376536131,3.630902268,4.289595233,4.107515275,4.946465429,4.620033267,3.247327414,4.812281788,4.748220608,4.606284255,4.151271234,3.63914313,3.555439566,3.759693805,3.83998242,3.985604226,
IDA only,IDX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.528105479,1.366865236,2.754626333,3.385264908,4.106731331,4.230415654,4.663635031,3.930235037,2.370152308,3.857603416,1.804045234,2.605456278,3.791302011,3.288105195,2.206555964,2.518204116,3.396504134,2.725219047,
Isle of Man,IMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.342783917,5.037629345,5.564867031,4.358607854,4.864808106,6.401532599,5.992715221,3.320849239,1.049667957,2.81389128,1.965154724,3.630950949,5.193132273,5.613741703,-0.597583108,7.331655258,3.214588866,,
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.027377624,2.064875058,6.093705485,6.193653448,6.231948516,6.403284515,6.04817406,1.587598136,6.351088711,7.042346887,3.893930345,4.165499831,5.134956907,6.186731983,6.79703975,6.997009504,6.035154528,5.709116885,
Not classified,INX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.61551245,4.149864525,1.355418435,4.787880902,3.422103586,2.276027869,2.32297688,-6.408033071,-6.038408903,1.256741686,-0.093176619,-0.198086862,0.819363315,7.766030481,23.98551001,2.514046181,6.974330322,7.142041132,
"Iran, Islamic Rep.",IRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.473652305,5.933302091,7.396782151,3.120610975,1.990106181,3.820523973,6.970587537,-0.839117733,-0.106548779,4.596446951,1.445852238,-8.553295826,-1.423452111,3.274962297,-2.611099313,11.868692,2.327694199,,
Iraq,IRQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.697703239,-9.60273921,-34.95975478,50.23649871,2.04115422,8.047833126,-0.304533686,6.418958936,1.283336826,3.652116069,4.104583693,9.775158059,3.488253135,-2.97222802,-0.864992152,11.94474312,-4.940921809,-2.841642694,
Iceland,ISL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.52682783,-0.213504836,1.562379354,7.097815347,4.660165938,2.806958242,6.632997781,0.112891969,-7.094788173,-3.296819378,1.570878216,0.758868479,3.153507462,0.950932855,3.385018756,5.871643739,2.178764766,1.601307982,
Israel,ISR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.213500828,-2.008476051,-0.8362239,2.360448957,2.095888933,3.714659219,3.911423783,1.18282728,-1.459435378,3.689579221,2.864800981,0.3867335,2.222617474,1.785509991,0.283374883,1.96348547,1.548743352,1.468194483,
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.894123995,0.104759514,-0.305508789,0.769317663,0.323656244,1.48515736,0.975922133,-1.615940627,-5.711508383,1.400915343,0.53428744,-3.24206012,-2.9724038,-0.91781388,0.875477402,1.451875391,1.868714641,0.950146897,
Jamaica,JAM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.587088154,1.310085832,3.031487722,0.744491228,0.341902101,2.361020777,0.925568684,-1.298394126,-4.814344711,-1.978737585,1.17350906,-1.180237892,-0.081224992,0.116180484,0.36815251,0.844838051,0.497977274,1.454524928,
Jordan,JOR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.354997675,3.791736412,1.927484183,5.722609251,4.669185715,4.017780897,3.614729962,2.306259503,0.323342206,-2.877471445,-2.789351256,-2.775699734,-2.355237323,-1.522510132,-1.437268338,-1.038735943,-0.262010615,0.129635568,
Japan,JPN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.164695475,-0.114538322,1.311201372,2.170289266,1.653122597,1.355753419,1.537441316,-1.141424849,-5.404594188,4.173027538,0.069762808,1.657317593,2.147531753,0.507999337,1.330400881,0.725146429,2.096551745,0.992931322,
Kazakhstan,KAZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,13.69319315,9.795470244,8.93293015,8.841004825,8.729207192,9.535335075,7.661436102,2.049064285,-1.433769665,5.794225111,5.873514057,3.334055983,4.485116946,2.676714897,-0.268267118,-0.327514633,2.693432134,2.740272171,
Kenya,KEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.987024476,-2.143710276,0.18086419,2.28317848,3.045012048,3.576204044,3.933078041,-2.503373226,0.50385534,5.494076785,3.288144617,1.8157403,3.142205435,2.694788349,3.116621981,3.346252153,2.420020577,3.896152981,
Kyrgyz Republic,KGZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.326959715,-0.930894091,5.914004509,5.739526636,-1.295107319,2.000426334,7.512743595,7.376440391,1.651651519,-1.651753118,4.674715696,-1.848145242,8.72062382,1.934435781,1.782546291,2.196672424,2.694919493,1.572833212,
Cambodia,KHM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.279825341,4.619701687,6.662297759,8.564587989,11.48491556,9.091523383,8.583123209,5.124904661,-1.402999106,4.344574274,5.381872449,5.577863206,5.599972823,5.401782611,5.333233003,5.368731942,5.389886233,5.90774125,
Kiribati,KIR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.138205043,2.056581916,0.249475683,-3.4380956,2.875902633,-2.187244318,-0.273674414,-4.306154413,-1.363513902,-2.846169406,-0.152553371,3.096892794,2.746552053,-2.060395026,8.873685914,3.640496479,-1.107610877,0.513904299,
St. Kitts and Nevis,KNA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.275152463,1.185564735,-4.670561478,2.75953519,8.447447489,1.869805578,-0.969520554,5.588393849,-4.191652073,-3.762409698,0.94085758,-3.090354692,4.454037862,5.357475912,0.187201889,1.985841689,-2.76837886,2.146724809,
"Korea, Rep.",KOR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.726413585,6.813310902,2.401073253,4.484912194,3.703594867,4.625216748,4.931903195,2.051380609,0.190517264,5.967519429,2.887463263,1.756043816,2.428866761,2.694343122,2.249661522,2.465812967,2.62122194,2.33217302,
Kuwait,KWT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.557721048,1.389046169,15.9892385,8.29318831,7.212815188,2.827948695,0.474171732,-3.38464271,-12.51226746,-7.945279411,3.531992405,0.869997884,-3.943008325,-3.979801581,-3.200821868,-0.228664433,-7.043355295,-0.741360739,
Latin America & Caribbean (excluding high income),LAC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.754198082,-1.200120712,0.088667034,4.876904691,2.988477175,4.052802127,4.40766737,2.806715833,-3.062574063,4.816913273,3.220095676,1.549109856,1.605546289,-0.112113179,-1.570987929,-2.675754526,-0.299762323,-0.57526156,
Lao PDR,LAO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.072513692,4.305565286,4.48085875,4.750404599,5.441497483,6.865364104,5.807321331,6.011861177,5.718366896,6.7808303,6.363803167,6.400761197,6.42812696,6.016330555,5.656391582,5.38631616,5.244660052,4.61588222,
Lebanon,LBN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.016863782,-1.305198004,-1.622608252,2.083247834,-0.080882706,0.398263331,9.166826929,9.308525388,8.950394314,4.98277532,-3.918000384,-3.516740507,-3.904244499,-3.773956744,-3.739309849,-1.09607989,-0.93523415,-0.342081302,
Liberia,LBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.75453149,1.33416293,-31.33309699,0.702285835,2.583355576,4.43850612,5.33663593,2.811317331,1.19769438,2.358371759,4.804896885,4.906859801,5.82096229,-1.866818935,-2.520554623,-4.057198172,-0.04698527,-1.229759965,
Libya,LBY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.30336025,-2.531753688,11.21721078,2.822358383,10.16409961,4.90385457,4.787413685,1.244610718,-2.006994189,3.942229663,-62.37807684,121.7795426,-14.0731088,-24.49787957,-9.661168441,-3.901179931,24.97113139,6.368240933,
St. Lucia,LCA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-4.293506075,-0.347735664,3.525477333,6.414922847,-1.38598647,4.934122873,0.693025201,3.512419705,-2.718612515,-0.770176226,3.27384161,-0.909722559,-2.453238171,0.893812047,-0.230197817,2.631815383,2.022405559,0.339234187,
Latin America & Caribbean,LCN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.526039003,-1.06343042,0.227263375,4.977414975,2.950792517,3.984548819,4.259095305,2.705310447,-3.006966514,4.666013474,3.222320299,1.656935918,1.648186215,-0.058370493,-1.377523771,-2.441831504,-0.280932272,-0.438688279,
Least developed countries: UN classification,LDC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.685391335,2.642389069,2.7848042,4.290821898,5.629640258,5.254916112,5.882394613,4.696947692,2.198028253,3.798023832,1.389849538,2.507055422,3.266447693,2.980648553,1.634227033,1.419811436,2.382576855,1.822707975,
Low income,LIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.082393267,0.778971089,1.750937203,3.338319378,3.616250348,2.745179256,3.517855998,3.16791854,2.419138115,4.215232188,0.90587874,0.953806453,3.516127481,3.220946059,0.388037491,0.848647419,2.234509853,2.279085304,
Liechtenstein,LIE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.821855853,-1.94952572,-2.786914611,2.210720852,4.039893937,7.846520969,2.601269971,1.069134055,-1.865732855,,,,,,,,,,
Sri Lanka,LKA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.243684598,3.142490894,5.049968036,4.557887353,5.383795801,6.842935864,6.010615485,5.197557743,2.82103706,7.279064155,7.677029435,9.00387327,2.59207381,3.985755206,4.046239566,3.338429756,2.257527806,2.132746096,
Lower middle income,LMC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.65609057,2.883501157,4.316479033,5.223559877,4.858847039,5.237662425,5.323029189,2.976324244,3.312178503,5.177572499,3.379603671,3.588063801,4.061171094,4.107497228,4.061277284,4.06482356,4.087658375,4.040168068,
Low & middle income,LMY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.963539837,2.864925816,3.935566535,6.270307742,5.569390219,6.464179864,7.018818691,4.218701349,0.964151496,5.969218843,4.563303091,3.746834391,3.777216729,3.085498179,2.40529642,2.626187238,3.296353297,3.069473501,
Lesotho,LSO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.41222284,1.017150617,5.154545799,2.321405473,3.975441147,4.553532324,4.992145147,6.728414501,2.000214348,6.138976622,6.193356689,5.311132679,1.474404167,2.066677498,1.940043769,2.423646524,-3.044056361,0.332073491,
Late-demographic dividend,LTE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.946244064,4.827453245,5.594160906,7.195147342,6.506433714,8.045704078,8.941471286,5.853731426,1.998825122,6.983528568,6.067694277,4.75243551,4.568190004,3.95436297,3.245651867,3.129633712,4.047703349,4.255071327,
Lithuania,LTU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.405827694,7.621237439,11.44010204,7.753374983,9.496003055,9.134816375,12.41447902,3.689037017,-13.8630352,3.632725953,8.447433601,5.235297862,4.611764467,4.401798234,2.997558037,3.867427138,5.715533225,5.088966615,
Luxembourg,LUX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.318613334,2.737471487,0.401760528,2.149919546,1.605863332,3.514143258,6.693995532,-3.028531918,-6.113373271,2.96812251,0.28527751,-2.717088527,1.286206698,1.867277284,1.873670555,2.344807203,-0.643742843,1.178000117,
Latvia,LVA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.701063702,8.367739023,9.489393882,9.530177515,11.94653212,12.91913744,10.91240721,-2.325239512,-12.81044368,-2.46440753,8.238048179,5.433913825,3.429862914,2.879503461,4.109311692,2.708168476,4.711180776,5.473690576,
"Macao SAR, China",MAC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.502669617,6.305378787,8.90045525,23.68285403,5.539388731,10.80348579,12.01762481,1.241062555,-0.826950941,22.51278636,18.88663519,6.679517288,8.632195209,-3.349794559,-23.14119319,-2.460044496,8.166864718,3.931608389,
St. Martin (French part),MAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.026196966,1.893682386,4.710812722,3.568368841,2.084411376,6.322032263,2.324123627,4.667095676,2.964362835,2.485646027,3.835323653,1.580512366,3.060343754,1.229493548,3.1031114,-0.221495789,2.736894992,1.648630514,
Monaco,MCO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.171205354,-0.008221203,0.029491315,1.409073758,0.86270165,4.730114776,13.31858241,-0.334869133,-12.19138137,0.993333708,5.776260271,-0.207789358,8.290181838,5.990761481,3.798658465,2.543026005,-4.210200042,5.304565431,
Moldova,MDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.337533672,8.04993188,6.900603048,7.666089932,7.761873861,5.091668871,3.238976619,8.005387657,-5.881261361,7.20700853,5.879368781,-0.576691756,9.073067967,5.063663482,-0.274048789,4.472203087,4.772146278,3.496608997,
Madagascar,MDG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.796227787,-15.29998908,6.518985024,2.15979964,1.558223501,1.999105964,3.215972593,3.708446279,-6.651940351,-2.151846628,-1.188668988,0.233006171,-0.437934209,0.585373194,0.390790757,1.234859158,1.185006414,1.810248204,
Maldives,MDV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-6.261285308,4.395119454,10.5568273,3.110259029,-15.39671978,23.07738083,5.245089047,6.844885057,-9.839784206,3.647137216,4.354973708,-1.80332647,2.54266069,2.537708683,-1.616077996,1.731998986,2.309280867,2.889730837,
Middle East & North Africa,MEA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.679872335,-0.288388105,3.50719611,5.914529339,2.981746006,3.858006104,2.956643586,2.268811267,-1.647175767,2.865471264,1.566158586,1.818539201,0.686679066,0.938935915,0.588083019,3.037458896,-0.279343259,0.59206928,
Mexico,MEX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.792903613,-1.402932265,0.072262315,2.494832985,0.869515797,2.984438342,0.782568094,-0.357632988,-6.67416705,3.617189436,2.227160852,2.247145121,0.029449417,1.499188933,2.013927114,1.679693916,0.936351596,0.991932458,
Marshall Islands,MHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.436264338,1.863540826,-3.614616958,-0.940880335,0.837275535,-0.25066522,2.248406648,-6.957270359,1.306744525,7.334043656,-1.045811719,-2.690509666,3.315056731,-1.357486931,1.131431293,0.787279499,3.477735628,2.994982208,
Middle income,MIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.072053884,3.011647911,4.090368606,6.442800841,5.729901569,6.654607927,7.210127974,4.372836189,1.07465362,6.128045864,4.742615871,3.908097206,3.901520368,3.206910195,2.563271976,2.787586462,3.455377481,3.233948977,
North Macedonia,MKD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.447947544,1.192195412,1.998684525,4.490136757,4.559806245,4.991381662,6.355178745,5.375728757,-0.44173607,3.273797407,2.253668163,-0.541872334,2.8360337,3.544454304,3.778043048,2.778401047,0.180289922,2.617176945,
Mali,MLI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,12.04794879,0.041694827,5.787853267,-1.612450398,3.145417902,1.270556904,0.096615523,1.342846144,1.320388697,2.135870507,0.144374409,-3.721253908,-0.621668899,3.981680388,2.896755061,2.698505686,2.285864187,1.791676657,
Malta,MLT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.144491274,2.217929032,1.871518277,-0.228933647,3.12420097,1.45839227,3.624422341,2.676265866,-3.19485642,3.035346348,0.878821509,1.871040774,3.152352959,6.557244317,8.204925412,3.28465377,3.841166715,3.342797311,
Myanmar,MMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,10.15235644,10.90518951,12.78773931,12.59285207,12.67468886,12.27076439,11.26826335,9.574806889,9.844419191,8.875133566,4.784289857,6.449430572,7.508547128,7.10610606,6.180617815,5.135039472,6.083960111,5.555804238,
Middle East & North Africa (excluding high income),MNA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.439414938,1.541161875,1.011057944,6.151452265,2.736772114,3.672291044,4.266892514,1.724982463,0.753901484,3.407777389,-2.692990846,0.963651633,-0.154752627,0.285265235,-0.781189343,5.868953582,1.174862912,,
Montenegro,MNE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.693871395,1.496370321,2.074413928,4.241156669,4.026601866,8.431555487,6.662685811,7.032664172,-5.996973359,2.546263599,3.120074323,-2.805589651,3.44799976,1.684977361,3.332424034,2.925516359,4.704687214,5.082587772,
Mongolia,MNG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.009383997,3.717785665,5.899766977,9.401050744,5.978681774,7.18034816,8.761902579,7.324809847,-2.815705841,4.562359683,15.15416281,10.15919245,9.43696905,5.745360276,0.388160071,-0.748813701,3.394558162,5.317252546,
Northern Mariana Islands,MNP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,1.228038208,-1.932293397,-11.57881386,-5.791352704,-5.592486859,-10.10307447,-16.8737189,1.800671197,-7.762377591,-0.015858488,1.522249558,2.808187117,2.64046084,27.37934729,24.73789824,-20.06010379,
Mozambique,MOZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,8.952715068,6.132083108,3.79049731,4.788697313,3.602352021,6.651566266,4.782932442,4.383599184,3.443522912,3.606129559,4.491114414,4.345768201,4.042374111,4.434559392,3.740303766,0.884673467,0.775389933,0.458309216,
Mauritania,MRT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.715854115,-2.077965101,3.046142394,2.793688141,5.908565316,15.51866199,-0.091258623,-1.794010805,-3.875763004,1.751621384,1.664965817,2.715149048,3.007175022,2.534016282,-2.429921784,-1.023986082,0.208196427,0.714678742,
Mauritius,MUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.534262837,0.911910203,5.161670447,3.677809319,1.176699104,4.377586804,5.246496948,5.006539083,3.041100454,4.129198864,3.911001248,3.209499452,3.132851975,3.556904271,3.416023973,3.766596458,3.720567648,3.717228566,
Malawi,MWI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-7.32932715,-0.745454184,3.181805614,2.835450559,0.617770097,1.893621418,6.576082011,4.612470375,5.259064738,3.849632629,1.893187132,-0.985564538,2.255964336,2.778269574,0.002055023,-0.255885678,1.26339856,0.801419696,
Malaysia,MYS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.665144352,3.217412636,3.687927506,4.698552494,3.28229491,3.524283301,4.236454932,2.847079676,-3.285586654,5.62353738,3.666156283,3.959634656,3.270114055,4.595193584,3.687552271,3.04105536,4.313274212,3.334501101,
