City,Country,Date,Humidity,Lat,Lng,Max Temp,Min Temp,Wind Speed
Chimoré,BO,1584368180,88,-16.98,-65.13,77.27,77.27,1.88
Terra Santa,BR,1584368182,71,-2.1,-56.49,83.93,83.93,5.53
Correia Pinto,BR,1584368163,33,-27.58,-50.36,86.27,86.27,5.7
Lago da Pedra,BR,1584368207,84,-4.33,-45.17,79.43,79.43,8.84
Frutal,BR,1584368209,65,-20.02,-48.94,83.21,83.21,8.48
Nueva Loja,EC,1584368212,88,0.08,-76.88,77.0,75.2,2.24
San Miguel de Tucumán,AR,1584368214,93,-26.82,-65.22,66.2,66.2,4.0
Chilca,PE,1584368216,94,-12.52,-76.74,71.6,71.6,4.7
Camocim,BR,1584368218,88,-2.9,-40.84,82.13,82.13,5.5
Nioaque,BR,1584368220,48,-21.14,-55.83,92.75,92.75,4.97
Braço do Norte,BR,1584368222,69,-28.27,-49.17,75.0,75.0,3.0
São Desidério,BR,1584368224,63,-12.36,-44.97,81.95,81.95,4.45
Paracuru,BR,1584368226,78,-3.41,-39.03,84.99,82.4,8.05
Ponta Porã,BR,1584368229,65,-22.54,-55.73,82.4,82.4,4.7
Delta del Tigre,UY,1584368231,63,-34.76,-56.39,68.0,66.2,8.05
Jaqué,PA,1584368233,61,7.52,-78.17,81.59,81.59,4.38
Ariquemes,BR,1584368208,65,-9.91,-63.04,86.63,86.63,3.58
Cambuí,BR,1584367944,82,-22.61,-46.06,72.59,72.59,4.76
Belmonte,BR,1584368239,78,-15.86,-38.88,82.4,82.4,3.36
Caiapônia,BR,1584368241,73,-16.96,-51.81,79.61,79.61,5.86
Bela Cruz,BR,1584368243,67,-3.05,-40.17,86.81,86.81,5.41
Durazno,UY,1584368137,40,-33.41,-56.5,75.47,75.47,4.79
Rivadavia,AR,1584368248,60,-33.19,-68.46,68.0,68.0,5.82
Saquarema,BR,1584368106,74,-22.92,-42.51,86.0,86.0,11.41
Rio de Janeiro,BR,1584367981,62,-22.9,-43.21,93.2,78.01,5.82
Chulumani,BO,1584368255,87,-16.41,-67.53,64.31,64.31,3.96
Formosa,AR,1584368183,83,-26.18,-58.18,75.2,75.2,11.41
São Geraldo do Araguaia,BR,1584368259,97,-6.4,-48.55,72.23,72.23,3.6
Itarantim,BR,1584368261,60,-15.66,-40.07,85.55,85.55,3.87
Moquegua,PE,1584368264,88,-17.2,-70.94,71.6,71.6,5.82
Malbork,PL,1584368266,46,54.04,19.03,53.01,50.0,12.75
Caraguatatuba,BR,1584368268,57,-23.63,-45.49,80.6,80.6,2.24
Puerto Carreño,CO,1584368270,58,6.19,-67.49,82.4,82.4,17.22
Guarapari,BR,1584368272,62,-20.67,-40.5,86.0,84.99,8.05
Naranjal,EC,1584368274,94,-2.67,-79.62,77.0,75.0,8.05
Jardim,BR,1584368276,40,-21.48,-56.14,95.09,95.09,5.12
Pitanga,BR,1584368278,46,-24.76,-51.76,83.57,83.57,4.94
Linden,GY,1584368223,74,6.0,-58.3,84.2,84.2,9.17
Urucará,BR,1584368283,60,-2.54,-57.76,86.99,86.99,4.45
Arica,CL,1584368285,73,-18.48,-70.3,73.4,69.8,5.82
Seabra,BR,1584368287,74,-12.42,-41.77,78.8,78.8,3.36
Tandil,AR,1584368258,61,-37.32,-59.13,69.01,68.0,5.01
Almeirim,BR,1584368291,65,-1.52,-52.58,84.29,84.29,5.32
Alto Longá,BR,1584368293,87,-5.25,-42.21,81.05,81.05,4.59
Irituia,BR,1584368295,94,-1.77,-47.44,74.57,74.57,2.93
Yaviza,PA,1584368297,57,8.15,-77.69,84.29,84.29,3.51
Bom Jesus do Galho,BR,1584368299,65,-19.83,-42.32,82.4,82.4,8.05
Huarmey,PE,1584368302,52,-10.07,-78.15,81.95,81.95,6.51
Albania,AL,1584368304,36,41.0,20.0,66.2,48.2,6.93
Huicungo,PE,1584368306,94,-7.28,-76.8,77.0,77.0,1.03
Uruguaiana,BR,1584368308,59,-29.75,-57.09,81.59,81.59,8.14
São Filipe,CV,1584368311,76,14.9,-24.5,70.61,70.61,20.2
Borba,BR,1584368313,59,-4.39,-59.59,86.99,86.99,3.89
Itapaci,BR,1584368315,79,-14.95,-49.55,79.97,79.97,2.73
Tapes,BR,1584368317,75,-30.67,-51.4,71.69,71.69,4.72
Reconquista,AR,1584368319,46,-29.15,-59.65,86.09,86.09,4.65
Ipubi,BR,1584368323,92,-7.65,-40.15,70.97,70.97,2.06
Ipojuca,BR,1584368053,83,-8.4,-35.06,80.6,80.6,4.7
Presidente Médici,BR,1584368327,73,-11.18,-61.9,83.39,83.39,4.99
Patacamaya,BO,1584368329,67,-17.23,-67.92,50.45,50.45,7.09
Ubajara,BR,1584368331,82,-3.85,-40.92,78.35,78.35,1.19
San Juan,AR,1584368333,34,-31.54,-68.54,76.73,76.73,3.89
Zaraza,VE,1584368335,43,9.35,-65.32,90.05,90.05,10.63
Gualaquiza,EC,1584368327,93,-3.4,-78.55,67.37,67.37,0.65
Bela Vista,BR,1584368340,34,-22.11,-56.52,98.51,98.51,4.63
Huari,PE,1584368342,69,-9.33,-77.23,49.73,49.73,4.5
Bonfim,BR,1584368344,56,3.08,-59.95,86.27,86.27,4.99
Chimbote,PE,1584368199,64,-9.09,-78.58,78.71,78.71,4.34
Pedro Juan Caballero,PY,1584368348,65,-22.55,-55.73,82.4,82.4,4.7
Descalvado,BR,1584368173,69,-21.9,-47.62,78.8,78.8,9.17
Balsas,BR,1584368352,98,-7.53,-46.04,71.33,71.33,1.9
Teófilo Otoni,BR,1584368354,73,-17.86,-41.51,78.71,78.71,2.82
Agudos,BR,1584368105,74,-22.47,-48.99,82.99,82.4,4.7
Coromandel,BR,1584368359,70,-18.47,-47.2,76.73,76.73,7.16
Porto Calvo,BR,1584368361,78,-9.04,-35.4,82.4,82.4,2.24
Santiago,CL,1584368363,40,-33.46,-70.65,69.8,68.0,2.24
Olavarría,AR,1584368169,77,-36.89,-60.32,66.0,66.0,1.01
Córdoba,AR,1584368223,100,-31.41,-64.18,66.99,62.6,4.7
Porto Walter,BR,1584368369,95,-8.27,-72.74,79.25,79.25,3.58
América Dourada,BR,1584368371,58,-11.46,-41.44,81.77,81.77,6.91
Fortuna,US,1584368373,90,40.6,-124.16,34.0,30.0,3.27
Paján,EC,1584368397,86,-1.57,-80.42,74.21,74.21,2.04
San Ignacio,BZ,1584368399,88,17.16,-89.07,73.4,73.0,3.44
Bonito,BR,1584368401,50,-21.12,-56.48,89.69,89.69,5.79
Januária,BR,1584368403,65,-15.48,-44.37,81.59,81.59,4.85
Buritizeiro,BR,1584368405,66,-17.35,-44.96,81.23,81.23,4.29
Pirenópolis,BR,1584368407,50,-15.85,-48.96,77.0,77.0,5.82
Rurrenabaque,BO,1584368409,83,-14.44,-67.53,84.2,84.2,1.61
Santo Antônio do Içá,BR,1584368412,87,-3.1,-67.94,82.49,82.49,3.62
Santa Cruz do Rio Pardo,BR,1584368414,61,-22.9,-49.63,83.39,83.39,4.97
San Pedro de Urabá,CO,1584368416,74,8.28,-76.38,84.2,84.2,13.87
Pinhão,BR,1584368418,36,-25.7,-51.66,83.75,83.75,5.79
Tuntum,BR,1584368420,98,-5.26,-44.65,72.95,72.95,6.22
Ribeirão Bonito,BR,1584368422,80,-22.07,-48.18,77.99,77.99,10.65
Itaueira,BR,1584368424,96,-7.6,-43.03,73.49,73.49,2.37
Skeldon,GY,1584368426,75,5.88,-57.13,80.69,80.69,11.59
Cutervo,PE,1584368429,86,-6.38,-78.82,60.71,60.71,2.82
Ituango,CO,1584368431,66,7.17,-75.76,69.35,69.35,2.42
Maraã,BR,1584368433,75,-1.83,-65.37,83.03,83.03,5.86
Chupaca,PE,1584368435,68,-12.07,-75.28,50.63,50.63,4.16
Arinos,BR,1584368437,69,-15.92,-46.11,81.41,81.41,2.86
Pirajuí,BR,1584368439,74,-22.0,-49.46,82.99,82.4,4.7
Miranda,CO,1584368441,69,3.25,-76.23,78.8,78.8,2.15
San Nicolas,PH,1584368443,68,18.17,120.6,73.67,73.67,10.4
Curaçá,BR,1584368446,62,-8.99,-39.91,82.31,82.31,6.42
San Felipe,VE,1584368448,51,10.34,-68.74,85.01,85.01,6.2
Terra Nova,BR,1584368283,78,-12.37,-40.67,77.0,77.0,5.82
Olinda,BR,1584368452,66,-8.01,-34.86,84.2,84.2,5.82
Barranca de Upía,CO,1584368454,36,4.57,-72.97,92.93,92.93,11.1
Puerto Maldonado,PE,1584368456,55,-12.6,-69.18,90.95,90.95,0.83
Jeremoabo,BR,1584368458,55,-10.07,-38.48,86.27,86.27,5.26
Abaeté,BR,1584368258,61,-19.16,-45.45,81.77,81.77,4.41
Ataco,CO,1584368462,65,3.59,-75.38,77.81,77.81,3.74
Desaguadero,PE,1584368465,67,-16.57,-69.04,50.81,50.81,12.06
Mazamari,PE,1584368467,77,-11.33,-74.53,66.83,66.83,0.78
Hualmay,PE,1584368469,64,-11.1,-77.61,78.17,78.17,6.76
Laureles,US,1584368471,88,26.11,-97.49,75.2,73.4,8.05
Amarante do Maranhão,BR,1584368473,98,-5.57,-46.74,71.69,71.69,4.61
Marataizes,BR,1584368475,57,-21.04,-40.82,87.35,87.35,2.82
Três Lagoas,BR,1584368313,77,-20.75,-51.68,83.57,83.57,9.22
Cruz Alta,BR,1584368479,74,-28.64,-53.61,78.8,78.8,16.11
Tinyahuarco,PE,1584368482,74,-10.75,-76.3,43.79,43.79,8.63
Calama,CL,1584368484,30,-22.47,-68.93,68.0,68.0,9.17
São Gotardo,BR,1584368195,61,-19.31,-46.05,78.89,78.89,5.12
Coxim,BR,1584368488,78,-18.51,-54.76,83.75,83.75,6.87
Santo Ângelo,BR,1584368490,74,-28.3,-54.26,87.01,78.8,16.11
Valle de San Juan,CO,1584368492,88,4.2,-75.12,75.2,75.2,5.82
Mosquera,CO,1584368494,78,4.71,-74.23,59.99,59.99,1.34
São Lourenço do Sul,BR,1584368496,57,-31.37,-51.98,78.8,75.99,4.7
Boyuibe,BO,1584368498,100,-20.42,-63.28,71.6,71.6,1.9
Itacoatiara,BR,1584368501,74,-3.14,-58.44,84.2,84.2,5.82
Ruy Barbosa,BR,1584368503,56,-12.28,-40.49,83.93,83.93,3.33
Itaobim,BR,1584368505,67,-16.57,-41.83,78.35,78.35,3.49
Pimenta Bueno,BR,1584368507,70,-11.67,-61.19,83.03,83.03,5.14
Bom Jesus,BR,1584368509,98,-9.07,-44.36,70.43,70.43,4.59
Paysandu,UY,1584368511,71,-32.32,-58.08,73.0,73.0,3.0
Anta,IN,1584368513,21,25.15,76.3,73.85,73.85,8.05
Oxapampa,PE,1584368515,60,-10.58,-75.4,65.75,65.75,3.58
São Lourenço do Oeste,BR,1584368517,25,-26.36,-52.85,99.0,99.0,5.35
Villa Rica,US,1584368519,100,33.73,-84.92,55.0,50.0,11.41
Eten,PE,1584368522,29,-6.91,-79.86,66.2,66.2,8.05
Maracaju,BR,1584368524,56,-21.61,-55.17,89.33,89.33,2.55
Valdivia,CL,1584368526,77,-39.81,-73.25,59.0,59.0,2.24
Barranca,PE,1584368528,90,-10.75,-77.77,73.49,73.49,10.4
Acarí,PE,1584368531,76,-15.43,-74.62,71.33,71.33,6.22
Pergamino,AR,1584368533,65,-33.89,-60.57,73.99,71.01,1.01
Nóvita,CO,1584368535,97,4.96,-76.61,73.31,73.31,2.98
Puerto Varas,CL,1584368537,77,-41.32,-72.99,60.8,60.8,3.36
Poções,BR,1584368539,65,-14.53,-40.37,79.07,79.07,5.48
Paraná,AR,1584368541,65,-31.73,-60.52,78.01,75.0,1.99
Machala,EC,1584368543,33,-3.27,-79.97,89.6,89.6,5.82
Tacuarembó,UY,1584368545,44,-31.73,-55.98,81.23,81.23,8.84
Asentamiento Humano Nicolas de Pierola,PE,1584368548,88,-11.95,-76.7,73.4,73.4,4.7
São João do Paraíso,BR,1584368571,63,-15.31,-42.01,78.71,78.71,5.01
Contamana,PE,1584368573,79,-7.33,-75.02,81.59,81.59,2.66
Salto,UY,1584368517,78,-31.38,-57.97,71.6,71.6,10.29
Juàzeirinho,BR,1584368389,72,-6.82,-38.05,84.65,84.65,1.72
Chapecó,BR,1584368579,62,-27.1,-52.62,100.0,84.2,4.7
Coihueco,CL,1584368602,59,-36.62,-71.83,62.6,55.0,9.17
Itacarambi,BR,1584368604,66,-15.1,-44.09,82.13,82.13,4.03
Sucúa,EC,1584368607,88,-2.47,-78.17,69.8,69.8,3.36
Gualeguay,AR,1584368609,50,-33.14,-59.31,74.93,74.93,7.36
Itaqui,BR,1584368376,52,-29.13,-56.55,85.73,85.73,9.35
Ilhéus,BR,1584368634,70,-14.79,-39.05,86.0,86.0,12.75
Uyuni,BO,1584368636,49,-20.46,-66.83,59.45,59.45,9.84
Riberalta,BO,1584368638,83,-10.98,-66.1,80.6,80.6,5.82
Macusani,PE,1584368640,92,-14.08,-70.43,37.49,37.49,4.85
Trindade,BR,1584368642,58,-16.65,-49.49,82.4,82.4,5.82
Ribeira do Pombal,BR,1584368645,51,-10.83,-38.54,87.35,87.35,5.06
Camapuã,BR,1584368647,76,-19.53,-54.04,82.31,82.31,7.05
